county_FIPS,state,county,per_capita_personal_income_2019,per_capita_personal_income_2020,per_capita_personal_income_2021,associate_degree_numbers_2016_2020,bachelor_degree_numbers_2016_2020,associate_degree_percentage_2016_2020,bachelor_degree_percentage_2015_2019
21171,KY,"Monroe, KY",35242,39461,44045,1803,999,24.26,13.44
13197,GA,"Marion, GA",32765,35290,39075,1737,801,29.14,13.44
01127,AL,"Walker, AL",41267,43568,47239,14835,5989,33.24,13.42
04015,AZ,"Mohave, AZ",35647,38717,41331,62725,21749,38.66,13.41
05133,AR,"Sevier, AR",33325,35030,41322,2748,1424,25.88,13.41
51021,VA,"Bland, VA",37470,39734,42820,1601,664,32.31,13.4
47083,TN,"Houston, TN",34415,36475,39128,1384,778,23.83,13.4
48227,TX,"Howard, TX",46684,46964,51007,7938,3314,32.05,13.38
40085,OK,"Love, OK",39229,41135,43592,1973,903,29.23,13.38
47061,TN,"Grundy, TN",33628,36609,39349,2098,1262,22.24,13.38
37169,NC,"Stokes, NC",39689,42290,46159,10496,4503,31.15,13.37
13229,GA,"Pierce, GA",36776,39454,41882,3578,1739,27.48,13.36
21075,KY,"Fulton, KY",32318,35844,41650,1250,585,28.53,13.35
05149,AR,"Yell, AR",34694,35573,41750,3707,1944,25.44,13.34
01093,AL,"Marion, AL",33714,36927,40939,7084,2842,33.26,13.34
21231,KY,"Wayne, KY",30300,34737,38628,3117,1953,21.28,13.34
17047,IL,"Edwards, IL",41882,46220,51628,2018,604,44.54,13.33
48103,TX,"Crane, TX",54198,49986,54119,769,380,26.93,13.31
48241,TX,"Jasper, TX",44267,46809,49475,6532,3241,26.83,13.31
37075,NC,"Graham, NC",37164,39698,43178,2121,819,34.43,13.29
51183,VA,"Sussex, VA",32146,35242,39243,2194,1102,26.47,13.29
35011,NM,"De Baca, NM",48600,54946,56384,387,125,41.13,13.28
01133,AL,"Winston, AL",35599,38472,41700,4548,2282,26.46,13.28
01009,AL,"Blount, AL",36542,38351,42634,13725,5276,34.47,13.25
02290,AK,"Yukon-Koyukuk Census Area, AK",56750,58903,63452,1110,450,32.67,13.24
46095,SD,"Mellette, SD",31049,35580,43805,384,174,29.22,13.24
48247,TX,"Jim Hogg, TX",36197,39153,43336,568,374,20.08,13.22
39019,OH,"Carroll, OH",41253,45217,48319,5300,2594,27,13.21
42087,PA,"Mifflin, PA",40116,44040,46768,7017,4284,21.63,13.2
31105,NE,"Kimball, NE",46172,52000,55021,1006,349,38.03,13.19
18143,IN,"Scott, IN",37960,40916,44678,4194,2176,25.42,13.19
48095,TX,"Concho, TX",31497,34970,38635,609,315,25.49,13.19
13019,GA,"Berrien, GA",34454,37305,39945,3418,1748,25.78,13.18
05049,AR,"Fulton, AR",29034,32621,34900,3097,1181,34.5,13.15
40091,OK,"McIntosh, OK",37404,40174,42241,4706,1896,32.61,13.14
21169,KY,"Metcalfe, KY",31241,34628,38284,1802,917,25.75,13.11
13235,GA,"Pulaski, GA",34834,37589,40100,2601,1106,30.81,13.1
01061,AL,"Geneva, AL",36154,38132,41569,6093,2445,32.6,13.08
21177,KY,"Muhlenberg, KY",34740,37023,40634,6054,2843,27.85,13.08
47109,TN,"McNairy, TN",33591,35878,38354,4719,2392,25.78,13.07
35029,NM,"Luna, NM",31164,35385,38494,3438,2019,22.23,13.06
28129,MS,"Smith, MS",39661,40309,46337,3122,1442,28.25,13.05
39127,OH,"Perry, OH",39486,43130,46028,6715,3235,27.07,13.04
29067,MO,"Douglas, MO",32368,35738,37992,2646,1255,27.5,13.04
29023,MO,"Butler, MO",36123,40610,43194,9400,3811,32.07,13
21183,KY,"Ohio, KY",33468,36448,41201,4705,2128,28.73,13
18017,IN,"Cass, IN",39944,43741,47854,8160,3371,31.46,12.99
47027,TN,"Clay, TN",32550,34540,40338,1103,722,19.85,12.99
45067,SC,"Marion, SC",34745,37956,41519,4928,2782,22.99,12.98
54087,WV,"Roane, WV",34699,37521,39963,2416,1292,24.27,12.98
13093,GA,"Dooly, GA",37552,40132,43689,2527,1283,25.5,12.95
47013,TN,"Campbell, TN",35824,38706,42471,7866,3720,27.38,12.95
45033,SC,"Dillon, SC",32450,35315,39567,5511,2622,27.22,12.95
12063,FL,"Jackson, FL",34518,36810,39322,10806,4518,30.95,12.94
17157,IL,"Randolph, IL",39538,43472,46251,7718,3005,33.21,12.93
39101,OH,"Marion, OH",37356,40780,43814,14868,5977,32.17,12.93
01019,AL,"Cherokee, AL",37751,39416,43719,5884,2476,30.74,12.93
18117,IN,"Orange, IN",37776,40516,43422,3633,1765,26.62,12.93
21103,KY,"Henry, KY",41062,44800,48943,3057,1424,27.74,12.92
37197,NC,"Yadkin, NC",39450,41874,46172,9893,3475,36.74,12.91
26011,MI,"Arenac, MI",39779,44841,47470,4097,1466,36.07,12.9
37047,NC,"Columbus, NC",36093,40202,44729,13153,5068,33.46,12.89
28023,MS,"Clarke, MS",38328,41601,43918,3515,1390,32.6,12.89
18131,IN,"Pulaski, IN",44616,49878,54133,2713,1119,31.23,12.88
27087,MN,"Mahnomen, MN",34548,41569,47898,1259,432,37.55,12.88
28091,MS,"Marion, MS",38807,40203,43035,5300,2186,31.21,12.87
21203,KY,"Rockcastle, KY",33647,37428,41290,2925,1530,24.61,12.87
32033,NV,"White Pine, NV",48628,53734,56241,2340,920,32.69,12.85
47057,TN,"Grainger, TN",35331,38242,41569,4393,2172,25.99,12.85
37187,NC,"Washington, NC",38154,41632,46846,2919,1058,35.42,12.84
17009,IL,"Brown, IL",38185,42396,44740,1468,620,30.41,12.84
47005,TN,"Benton, TN",35071,38021,40963,2785,1510,23.67,12.84
18027,IN,"Daviess, IN",43822,48845,53008,5697,2645,27.58,12.81
39163,OH,"Vinton, OH",35464,39672,42290,2230,1176,24.29,12.81
13049,GA,"Charlton, GA",26630,29062,30916,2371,1194,25.44,12.81
48155,TX,"Foard, TX",48955,54722,61279,351,113,39.66,12.77
18079,IN,"Jennings, IN",41278,44993,49519,5791,2413,30.6,12.75
13233,GA,"Polk, GA",33504,36171,39578,8128,3553,29.15,12.74
18153,IN,"Sullivan, IN",36116,39300,43091,4835,1895,32.33,12.67
47185,TN,"White, TN",35019,37603,40770,5326,2432,27.72,12.66
06035,CA,"Lassen, CA",33092,37634,39394,8024,2825,35.94,12.65
51029,VA,"Buckingham, VA",31098,33666,37220,3353,1636,25.92,12.65
18101,IN,"Martin, IN",40765,45326,49082,2246,901,31.5,12.64
29141,MO,"Morgan, MO",41617,44776,47637,3780,1826,26.16,12.64
08073,CO,"Lincoln, CO",29608,32951,37623,943,531,22.45,12.64
47139,TN,"Polk, TN",33761,35848,39180,4345,1570,34.95,12.63
05137,AR,"Stone, AR",31554,33395,37002,3049,1174,32.77,12.62
54023,WV,"Grant, WV",39374,42713,45643,1973,1078,23.05,12.6
54103,WV,"Wetzel, WV",38292,39949,43357,2889,1393,26.13,12.6
05095,AR,"Monroe, AR",33835,40187,41783,1157,622,23.43,12.6
21137,KY,"Lincoln, KY",33872,37441,40880,4303,2136,25.38,12.6
13305,GA,"Wayne, GA",32370,34619,37997,5964,2540,29.58,12.6
13263,GA,"Talbot, GA",37464,42057,45385,1243,592,26.43,12.59
48279,TX,"Lamb, TX",45345,49815,54689,2328,1037,28.19,12.56
28037,MS,"Franklin, MS",35908,38685,40443,1895,677,35.16,12.56
13269,GA,"Taylor, GA",33163,34501,39030,1688,758,27.93,12.54
18075,IN,"Jay, IN",37476,42428,49300,3921,1730,28.39,12.53
04001,AZ,"Apache, AZ",36803,42196,45671,17208,5705,37.73,12.51
16073,ID,"Owyhee, ID",39174,41985,43713,2316,959,30.22,12.51
47133,TN,"Overton, TN",35018,37812,40959,3346,1961,21.34,12.51
21023,KY,"Bracken, KY",37799,41421,44913,1566,718,27.26,12.5
01053,AL,"Escambia, AL",33325,36134,39363,6384,3213,24.84,12.5
48433,TX,"Stonewall, TX",61771,66772,73182,256,110,29.06,12.49
47115,TN,"Marion, TN",40301,43088,46559,5790,2556,28.27,12.48
18121,IN,"Parke, IN",39311,44103,48252,3870,1484,32.51,12.47
28017,MS,"Chickasaw, MS",36094,39510,41179,3157,1411,27.91,12.47
51111,VA,"Lunenburg, VA",33635,36859,40149,2636,1116,29.46,12.47
37073,NC,"Gates, NC",42248,45113,50100,3128,1045,37.29,12.46
35059,NM,"Union, NM",35867,40294,41350,808,370,27.21,12.46
29133,MO,"Mississippi, MO",31911,36534,39424,2090,1193,21.82,12.46
48177,TX,"Gonzales, TX",48605,49879,57578,2725,1675,20.25,12.45
20189,KS,"Stevens, KS",44013,50989,52345,1318,419,39.12,12.44
48145,TX,"Falls, TX",36678,40389,43658,3672,1515,30.1,12.42
32023,NV,"Nye, NV",37624,39534,42796,13340,4346,38.02,12.39
45025,SC,"Chesterfield, SC",34058,36209,39538,8369,3953,26.23,12.39
18175,IN,"Washington, IN",39427,43081,47858,5883,2406,30.25,12.37
39067,OH,"Harrison, OH",40834,43497,45968,2863,1353,26.17,12.37
28069,MS,"Kemper, MS",32026,36166,38314,2072,801,32,12.37
17051,IL,"Fayette, IL",36224,40215,44763,5194,1880,34.15,12.36
48507,TX,"Zavala, TX",36521,40043,43868,2013,878,28.35,12.36
54045,WV,"Logan, WV",37531,40353,43764,5766,2911,24.44,12.34
32015,NV,"Lander, NV",67315,69536,72511,1500,479,38.62,12.33
21053,KY,"Clinton, KY",34470,39474,44613,1664,888,23.08,12.32
26129,MI,"Ogemaw, MI",34956,39841,42781,5899,1936,37.49,12.3
54027,WV,"Hampshire, WV",38321,40634,43618,4598,2117,26.69,12.29
01057,AL,"Fayette, AL",35733,37852,41672,3387,1422,29.27,12.29
48169,TX,"Garza, TX",33543,32829,36426,942,543,21.33,12.29
40055,OK,"Greer, OK",30780,33100,35502,1546,507,37.48,12.29
13243,GA,"Randolph, GA",35494,39892,43049,1325,565,28.79,12.28
29207,MO,"Stoddard, MO",37698,40868,45554,5157,2519,25.11,12.27
12041,FL,"Gilchrist, FL",36618,39046,41769,3809,1542,30.31,12.27
13003,GA,"Atkinson, GA",30314,32402,35527,1123,646,21.28,12.24
54013,WV,"Calhoun, WV",35162,38841,41444,1347,663,24.86,12.23
05083,AR,"Logan, AR",33216,35348,39622,4714,1876,30.72,12.23
05003,AR,"Ashley, AR",38172,40395,42844,3317,1663,24.38,12.22
48123,TX,"DeWitt, TX",60771,59557,66916,4383,1747,30.63,12.21
29045,MO,"Clark, MO",36830,40770,43325,1309,586,27.27,12.21
28161,MS,"Yalobusha, MS",36651,39591,41761,2433,1061,27.95,12.19
13069,GA,"Coffee, GA",32872,35690,40209,7117,3455,25.06,12.17
12027,FL,"DeSoto, FL",28389,30286,32873,5009,3284,18.54,12.16
48505,TX,"Zapata, TX",29858,29865,33288,1762,976,21.94,12.15
48335,TX,"Mitchell, TX",33045,33486,35417,1438,635,27.5,12.14
39105,OH,"Meigs, OH",36845,40789,43469,4492,1978,27.54,12.13
26035,MI,"Clare, MI",34775,38991,40710,7923,2732,35.17,12.13
05127,AR,"Scott, AR",32039,33703,38790,1939,868,27.05,12.11
05087,AR,"Madison, AR",34040,34782,40884,2683,1385,23.45,12.1
13249,GA,"Schley, GA",37443,39972,43917,1356,419,39.12,12.09
12133,FL,"Washington, FL",31302,33656,36331,4999,2201,27.4,12.06
39111,OH,"Monroe, OH",38342,42900,43844,2776,1214,27.56,12.05
21213,KY,"Simpson, KY",37210,40876,44178,3584,1480,29.11,12.02
13315,GA,"Wilcox, GA",27763,28996,32288,1790,762,28.23,12.02
29143,MO,"New Madrid, MO",37247,43079,49093,2747,1445,22.83,12.01
26135,MI,"Oscoda, MI",34885,37619,39929,2092,742,33.87,12.01
48117,TX,"Deaf Smith, TX",50626,55258,60615,2514,1315,22.95,12
29155,MO,"Pemiscot, MO",36126,40570,46840,2488,1286,23.2,11.99
28005,MS,"Amite, MS",33523,35618,39407,2605,1086,28.69,11.96
18111,IN,"Newton, IN",41129,45837,51905,2875,1190,28.85,11.94
28103,MS,"Noxubee, MS",35266,38306,44360,1832,812,26.95,11.94
47091,TN,"Johnson, TN",33282,35623,37936,3738,1612,27.66,11.93
29093,MO,"Iron, MO",35263,38593,41182,2134,878,28.97,11.92
29055,MO,"Crawford, MO",37178,40033,43192,4864,1994,29.02,11.9
21071,KY,"Floyd, KY",36589,39909,44198,6481,3004,25.64,11.88
21165,KY,"Menifee, KY",33644,37592,41028,952,555,20.38,11.88
05099,AR,"Nevada, AR",33332,35106,39041,1628,679,28.49,11.88
48253,TX,"Jones, TX",33876,35575,38914,4299,1758,28.97,11.85
13037,GA,"Calhoun, GA",28906,31898,34306,1252,555,26.72,11.85
54109,WV,"Wyoming, WV",29637,31806,34881,2984,1799,19.65,11.84
54085,WV,"Ritchie, WV",45010,48184,52040,1745,847,24.36,11.83
04012,AZ,"La Paz, AZ",43174,46286,49933,5904,1963,35.57,11.83
28141,MS,"Tishomingo, MS",35811,38796,41457,4180,1615,30.53,11.8
28163,MS,"Yazoo, MS",28399,34042,36515,5195,2283,26.84,11.8
51027,VA,"Buchanan, VA",37586,40138,44003,3855,1908,23.82,11.79
01027,AL,"Clay, AL",32059,34660,38705,2760,1104,29.45,11.78
48501,TX,"Yoakum, TX",48623,49127,51954,1386,597,27.32,11.77
13105,GA,"Elbert, GA",35196,37588,41104,3499,1589,25.91,11.77
17153,IL,"Pulaski, IL",38088,43077,48561,1461,450,38.05,11.72
05067,AR,"Jackson, AR",37858,42541,42871,3435,1423,28.24,11.7
29153,MO,"Ozark, MO",33351,36728,38401,2045,805,29.73,11.7
28051,MS,"Holmes, MS",29433,33280,36339,3199,1278,29.24,11.68
32011,NV,"Eureka, NV",47549,47833,49606,479,142,39.36,11.67
48383,TX,"Reagan, TX",58618,56424,61077,620,259,27.9,11.66
01131,AL,"Wilcox, AL",33078,36742,39354,1921,823,27.21,11.66
13205,GA,"Mitchell, GA",36055,39267,42397,4500,1791,29.28,11.65
54005,WV,"Boone, WV",35464,38831,41910,3938,1822,25.17,11.65
17145,IL,"Perry, IL",37650,41138,43777,5300,1777,34.72,11.64
47087,TN,"Jackson, TN",33366,36084,38953,1980,1024,22.52,11.64
01005,AL,"Barbour, AL",34870,37120,40428,4872,2067,27.38,11.61
47169,TN,"Trousdale, TN",31874,33321,36454,2301,903,29.53,11.59
21087,KY,"Green, KY",35209,39385,42768,1904,924,23.87,11.58
48445,TX,"Terry, TX",38147,42626,45353,2183,905,27.89,11.56
18149,IN,"Starke, IN",34983,38297,42083,4713,1832,29.75,11.56
01037,AL,"Coosa, AL",33311,35542,38275,2448,957,29.56,11.56
17059,IL,"Gallatin, IL",41067,45909,53962,1316,419,36.26,11.55
48371,TX,"Pecos, TX",41260,41006,43661,2644,1218,25.08,11.55
35031,NM,"McKinley, NM",28158,31889,34939,13469,5121,30.37,11.55
48475,TX,"Ward, TX",56395,49543,55099,2322,850,31.51,11.53
05111,AR,"Poinsett, AR",34645,38591,41551,3946,1866,24.37,11.53
21065,KY,"Estill, KY",32896,36458,40235,1938,1183,18.88,11.53
17003,IL,"Alexander, IL",39870,47088,51974,1523,494,35.52,11.52
13239,GA,"Quitman, GA",33132,36692,38398,465,203,26.24,11.46
12043,FL,"Glades, FL",28683,31398,33401,2615,1214,24.69,11.46
29119,MO,"McDonald, MO",29020,31657,35275,3805,1733,25.12,11.44
47075,TN,"Haywood, TN",33721,36712,41503,3104,1385,25.61,11.43
21099,KY,"Hart, KY",34111,36774,40257,2999,1452,23.6,11.43
29221,MO,"Washington, MO",31927,34830,37238,4958,1965,28.84,11.43
47007,TN,"Bledsoe, TN",28598,30830,33675,2654,1342,22.59,11.42
13107,GA,"Emanuel, GA",33649,37982,40614,3710,1697,24.9,11.39
47129,TN,"Morgan, TN",32561,35188,39005,3778,1778,24.18,11.38
40107,OK,"Okfuskee, OK",32870,34939,37839,2546,941,30.79,11.38
28135,MS,"Tallahatchie, MS",31982,36529,41558,3154,1114,32.15,11.36
51051,VA,"Dickenson, VA",33821,37442,41437,3266,1221,30.38,11.36
29059,MO,"Dallas, MO",34321,36355,38983,3050,1327,26.1,11.36
13317,GA,"Wilkes, GA",42207,42864,48806,1720,798,24.47,11.35
13043,GA,"Candler, GA",34174,37183,40988,1886,814,26.3,11.35
01007,AL,"Bibb, AL",31800,34598,36892,3911,1814,24.46,11.35
02050,AK,"Bethel Census Area, AK",44649,46299,48189,2309,1115,23.46,11.33
48001,TX,"Anderson, TX",36532,38898,42444,13614,4785,32.16,11.3
47029,TN,"Cocke, TN",33984,37322,40384,5837,2946,22.38,11.3
45049,SC,"Hampton, SC",33314,38107,41689,3829,1531,28.24,11.29
28013,MS,"Calhoun, MS",35831,40299,43222,3093,1110,31.43,11.28
05047,AR,"Franklin, AR",33810,35248,40591,3953,1374,32.46,11.28
01075,AL,"Lamar, AL",34162,36737,40114,3005,1107,30.63,11.28
28123,MS,"Scott, MS",31765,32961,37792,5860,2074,31.8,11.25
17069,IL,"Hardin, IL",39129,43237,46724,1188,338,39.42,11.21
20175,KS,"Seward, KS",37214,41839,44209,3589,1434,28.06,11.21
21045,KY,"Casey, KY",32161,36825,40837,2549,1248,22.91,11.21
13319,GA,"Wilkinson, GA",36071,40069,42625,1543,695,24.83,11.18
28119,MS,"Quitman, MS",31506,36525,41682,1414,530,29.74,11.15
16063,ID,"Lincoln, ID",40523,42555,42718,1251,381,36.54,11.13
21225,KY,"Union, KY",38529,43417,49499,3216,1050,34.01,11.11
48297,TX,"Live Oak, TX",40618,42590,46134,2666,958,30.87,11.09
13035,GA,"Butts, GA",35569,38057,41657,4791,1917,27.72,11.09
48391,TX,"Refugio, TX",47999,49471,54475,1479,536,30.55,11.07
37007,NC,"Anson, NC",40616,42055,47744,5364,1952,30.41,11.07
47173,TN,"Union, TN",34493,36826,40349,3363,1541,24.13,11.06
46102,SD,"Oglala Lakota, SD",26352,30527,34333,2770,816,37.54,11.06
39121,OH,"Noble, OH",28633,31322,32713,2701,1214,24.56,11.04
28041,MS,"Greene, MS",28265,30485,33133,3073,1080,31.36,11.02
05039,AR,"Dallas, AR",39012,42465,46261,1536,551,30.65,10.99
13161,GA,"Jeff Davis, GA",32980,35826,38122,2935,1062,30.34,10.98
13307,GA,"Webster, GA",38238,41223,43682,673,203,36.36,10.97
13017,GA,"Ben Hill, GA",31711,35427,38640,3003,1245,26.47,10.97
29229,MO,"Wright, MO",33209,36432,38544,3524,1346,28.69,10.96
05129,AR,"Searcy, AR",28574,31731,34335,1622,625,28.41,10.95
48427,TX,"Starr, TX",27516,31511,34933,7191,3902,20.16,10.94
05123,AR,"St. Francis, AR",30215,33394,36761,6121,1950,34.11,10.87
21085,KY,"Grayson, KY",35283,39577,42043,4849,1947,27.06,10.86
13065,GA,"Clinch, GA",37877,40601,42450,1130,486,25.19,10.83
21133,KY,"Letcher, KY",31543,35818,40315,4875,1701,30.97,10.81
13287,GA,"Turner, GA",32210,34612,38250,1892,604,33.88,10.81
29181,MO,"Ripley, MO",37947,42565,45666,2915,1029,30.61,10.8
42023,PA,"Cameron, PA",46309,51527,54352,1083,377,30.96,10.78
13199,GA,"Meriwether, GA",37093,40855,44305,4526,1603,30.43,10.78
40001,OK,"Adair, OK",32854,36005,41496,3526,1545,24.61,10.78
12123,FL,"Taylor, FL",30671,33070,35156,3785,1721,23.7,10.78
48025,TX,"Bee, TX",31593,32880,34738,7738,2397,34.82,10.78
29017,MO,"Bollinger, MO",38100,41916,44552,2306,939,26.45,10.77
21159,KY,"Martin, KY",28512,32984,35932,2513,895,30.11,10.72
05013,AR,"Calhoun, AR",38581,42102,45401,1053,404,27.91,10.71
13163,GA,"Jefferson, GA",34020,38396,43720,2911,1131,27.47,10.67
47067,TN,"Hancock, TN",28021,31325,34135,1348,505,28.49,10.67
54073,WV,"Pleasants, WV",43634,45123,49077,1410,564,26.64,10.66
13079,GA,"Crawford, GA",35090,37733,41063,2714,925,31.19,10.63
54105,WV,"Wirt, WV",35094,37662,40858,1409,461,32.44,10.61
13213,GA,"Murray, GA",31274,34039,37264,7301,2824,27.44,10.61
47181,TN,"Wayne, TN",30283,33461,35726,3165,1330,25.22,10.6
16079,ID,"Shoshone, ID",36449,41787,45434,3565,976,38.65,10.58
37177,NC,"Tyrrell, NC",39263,43515,47379,873,322,28.62,10.56
48389,TX,"Reeves, TX",51257,48054,52811,2339,1091,22.62,10.55
13301,GA,"Warren, GA",36081,40022,42377,905,411,23.21,10.54
12125,FL,"Union, FL",21387,23094,25293,3232,1195,28.52,10.54
47069,TN,"Hardeman, TN",30266,32742,35485,4476,1913,24.58,10.51
37095,NC,"Hyde, NC",42537,45957,49175,1191,402,30.99,10.46
21153,KY,"Magoffin, KY",34157,39470,43913,2038,903,23.61,10.46
18025,IN,"Crawford, IN",35150,38485,41854,1866,778,25.08,10.46
54101,WV,"Webster, WV",29405,32667,34564,1190,627,19.85,10.46
48165,TX,"Gaines, TX",45865,47535,50616,2153,1184,18.99,10.45
39115,OH,"Morgan, OH",35887,40418,43249,3177,1095,30.31,10.45
05135,AR,"Sharp, AR",34817,36583,41025,4119,1311,32.84,10.45
21233,KY,"Webster, KY",39708,41820,48336,2452,933,27.44,10.44
45005,SC,"Allendale, SC",34309,39852,41814,1644,643,26.68,10.44
21061,KY,"Edmonson, KY",34947,37853,41099,2516,924,28.42,10.44
21095,KY,"Harlan, KY",30406,34304,39123,5485,1930,29.64,10.43
39075,OH,"Holmes, OH",47387,50516,54118,3493,2692,13.47,10.38
37079,NC,"Greene, NC",32922,35457,39564,5121,1561,34.05,10.38
13125,GA,"Glascock, GA",35630,38061,42716,573,211,28.07,10.34
13321,GA,"Worth, GA",34947,38024,41431,4465,1470,31.4,10.34
32027,NV,"Pershing, NV",33070,37287,39688,1602,530,31.15,10.31
13289,GA,"Twiggs, GA",39395,41800,44235,1715,644,27.41,10.29
54015,WV,"Clay, WV",33901,36743,39788,873,607,14.79,10.28
12007,FL,"Bradford, FL",34515,36956,39748,5504,2083,27.16,10.28
01011,AL,"Bullock, AL",27192,30429,33267,1578,697,23.26,10.27
47121,TN,"Meigs, TN",34639,37645,39452,2595,914,29.04,10.23
51167,VA,"Russell, VA",34512,37141,40061,6490,2024,32.76,10.22
13273,GA,"Terrell, GA",39352,42819,47258,1944,608,32.65,10.21
28111,MS,"Perry, MS",34208,37403,40243,2496,830,30.64,10.19
21109,KY,"Jackson, KY",30843,34343,38055,1621,959,17.21,10.18
28009,MS,"Benton, MS",34858,37877,41767,1852,598,31.35,10.12
47101,TN,"Lewis, TN",36069,39399,41476,2467,867,28.8,10.12
01063,AL,"Greene, AL",33294,36851,40461,1783,584,30.91,10.12
47095,TN,"Lake, TN",24802,26127,29534,1134,570,20.14,10.12
13193,GA,"Macon, GA",33395,35669,39164,2798,950,29.77,10.11
54059,WV,"Mingo, WV",33117,34489,37396,3669,1689,21.72,10
12059,FL,"Holmes, FL",32243,34564,37381,3724,1400,26.36,9.91
29223,MO,"Wayne, MO",35865,39972,42678,2689,952,27.97,9.9
48291,TX,"Liberty, TX",38998,40839,42813,16271,5486,29.31,9.88
48229,TX,"Hudspeth, TX",34986,39393,42500,477,308,15.31,9.88
13055,GA,"Chattooga, GA",31192,33948,36833,4151,1665,24.23,9.72
48105,TX,"Crockett, TX",52168,53533,57013,531,239,21.49,9.67
47097,TN,"Lauderdale, TN",32784,36121,39733,4239,1696,24.03,9.61
51105,VA,"Lee, VA",31270,34950,38300,6158,1722,34.38,9.61
21077,KY,"Gallatin, KY",34869,38764,42255,1458,566,24.69,9.59
42053,PA,"Forest, PA",24922,28305,29573,1245,600,19.83,9.56
12029,FL,"Dixie, FL",29496,32064,33813,2772,1198,22.06,9.54
48495,TX,"Winkler, TX",66674,60555,66180,1315,433,28.94,9.53
13001,GA,"Appling, GA",35398,38878,41863,3729,1173,30.22,9.51
21013,KY,"Bell, KY",32028,37095,41763,4187,1774,22.4,9.49
21051,KY,"Clay, KY",29956,34389,39099,2797,1364,19.43,9.47
47081,TN,"Hickman, TN",35945,37869,41689,4366,1668,24.69,9.43
18155,IN,"Switzerland, IN",35385,39226,42481,1670,687,22.81,9.39
21131,KY,"Leslie, KY",31744,35932,40852,2045,680,28.2,9.38
13141,GA,"Hancock, GA",30507,32961,35778,1604,639,23.44,9.34
13005,GA,"Bacon, GA",32699,37802,39471,2080,681,28.37,9.29
21063,KY,"Elliott, KY",23319,27154,29572,1185,511,21.55,9.29
12067,FL,"Lafayette, FL",27405,29032,31218,1332,563,21.95,9.28
29197,MO,"Schuyler, MO",32969,37161,38544,994,280,32.76,9.23
21127,KY,"Lawrence, KY",31541,34590,38139,2442,997,22.55,9.21
48489,TX,"Willacy, TX",29395,32960,37792,3206,1246,23.69,9.21
47151,TN,"Scott, TN",31373,34229,37333,3646,1386,24.15,9.18
13149,GA,"Heard, GA",33872,36081,39769,2491,741,30.83,9.17
48131,TX,"Duval, TX",43378,47167,51887,2204,654,30.89,9.16
12049,FL,"Hardee, FL",29812,32358,35636,3237,1586,18.62,9.12
41049,OR,"Morrow, OR",46189,48990,51670,2478,655,34.35,9.08
12013,FL,"Calhoun, FL",30016,33042,35792,2793,954,26.54,9.06
47111,TN,"Macon, TN",33618,35659,39669,3854,1453,23.88,9
21181,KY,"Nicholas, KY",34420,37934,41414,1284,438,26.11,8.91
48351,TX,"Newton, TX",38416,40957,43123,2898,865,29.48,8.8
08025,CO,"Crowley, CO",19286,21480,24314,1206,360,29.17,8.71
05077,AR,"Lee, AR",30106,34169,37128,1579,568,24.15,8.69
21135,KY,"Lewis, KY",32115,36513,40075,2443,816,25.98,8.68
47135,TN,"Perry, TN",34491,35934,38404,1308,480,23.56,8.65
47175,TN,"Van Buren, TN",31881,34664,36669,1042,369,24.27,8.59
35019,NM,"Guadalupe, NM",33980,37162,43255,909,292,26.51,8.52
05079,AR,"Lincoln, AR",27391,29548,33387,2307,849,23.13,8.51
21147,KY,"McCreary, KY",26951,31370,35811,3455,1038,28.29,8.5
29085,MO,"Hickory, MO",33430,36800,38100,2299,620,31.36,8.46
48079,TX,"Cochran, TX",41365,46391,62305,514,155,27.34,8.24
12051,FL,"Hendry, FL",34352,37672,39699,7268,2190,27.28,8.22
48163,TX,"Frio, TX",33917,35893,39898,2881,1026,23.02,8.2
12047,FL,"Hamilton, FL",27604,29767,32123,2187,868,20.64,8.19
46017,SD,"Buffalo, SD",20104,25764,32773,329,83,32,8.07
13101,GA,"Echols, GA",30257,34554,36062,590,210,21.99,7.83
54043,WV,"Lincoln, WV",31954,34704,37139,3904,1133,26.73,7.76
45069,SC,"Marlboro, SC",31256,34189,37933,4791,1449,25.4,7.68
21129,KY,"Lee, KY",28856,32876,36847,1219,386,23.75,7.52
21041,KY,"Carroll, KY",37994,41578,45317,2279,530,31.98,7.44
13167,GA,"Johnson, GA",27166,30333,33265,1329,494,18.85,7.01
